,base_text,tweet_class
38374,We're aware of an image circulating on social media showing a damaged Y reg BMW. We can confirm this is not related to today's fatal shooting in #Erdington.,1
22720,"@TonyArmstrong18 @UKPolicePensUtd Hi there. We're aware of this. It’s a technical issue and we are working with the bank to resolve this and get the pensions paid as soon as possible.
Payments will be in the accounts of those people affected today. 
We're sorry for the inconvenience.",1
26398,"In honour of #LoveYourPetDay we're sharing Louise &amp; Wolfie's incredible story 

The pair sustained life-threatening injuries while pursuing armed robbers in 2018.
 
After months of intense recovery they returned to work, but Wolfie had to retire when he showed signs of PTSD",2
864,Two months on from our focused work on #spiking and we’ve investigated 253 reports. That’s between 1 October &amp; 28 November. Get the full story here:,1
1345,"A formal identification is still to take place, but his family has been informed of this very sad news.

Thank you to everyone who shared our appeal.",3
9588,"#RoadSafety: We found more than 100 drivers using phones at the wheel during a recent operation.

Some were watching videos. One was doing his online banking. 

Distracted drivers are 4 times more likely to crash. If caught you'll be fined &amp; get points",1
23457,"@davehall68 Dave, we don’t have ‘no go areas’. A minority of people like to think we do which is a shame.

Our approach to policing the pandemic is the same across every inch of the region. All our officers apply the 4E’s mentioned in this video fairly and professionally.",2
20194,"Don't forget to follow @WMPDogs tomorrow where we will reveal more about PD Pancho and in particular, why he was given an extra special name. #meetwmpdogs",2
25230,@OSU_WMP heroes,2
140,"We hope you all had a lovely Christmas!  

 See formed burglar Michael Fraser's tips to keep your belongings safe this festive period! 

 Don't advertise what nice things you had for Christmas when putting your rubbish out!",1
21270,@stu00763 @ResponseWMP Thank you for your kind words.,2
28097,#BREAKING: We've arrested a man wanted over a vicious domestic assault in which a woman was attacked with a meat cleaver. We traced the 42-year-old to an address in #Birmingham today where he was found hiding in a kitchen cupboard. More:,1
6872,"#COURT | A teenager has been given a 12-month Referral Order today (21 May) at Birmingham Youth Court for terrorism offences.

The 16-year-old admitted three counts of possessing a document used to prepare or commit an act of terrorism.

Read more",1
37137,"@david3012 @BhamCityCouncil @NatSecSoc Hi, David. Not sure if you've seen this piece from @DaveThompsonCC, but it might answer some of your questions.",1
10679,"#THIEF: This is Pansella Radu, a pickpocket who targets new mums, pinching purses as they're distracted caring for their babies.

She's been convicted over 3 more thefts. 

We're urging shoppers in #Birmingham city centre to be on their guard. More",1
11432,"#APPEAL | Do you recognise this man? 

We want to speak to him after bank cards were used within 45 minutes of being stolen.

They had been taken following a burglary in Cooke Street, Goldthorn Hill, #Wolverhampton, at around 4.20pm on 22 October.",3
4552,"#WANTED | Have you seen #Birmingham man Adam Cabala?

We want to speak to him over alleged breaches of a non-molestation order which bans him from making contact with a woman.

It’s alleged the 30-year-old has repeatedly turned up at her Washwood Heath home, causing her distress.",3
14460,"#STALKING: A stalker who relentlessly hounded a woman – sending 100s of threatening messages &amp; even hacking into her CCTV – has been jailed following our investigation.

George Coughlan from #Wolverhampton jailed for 21 months.

Full shocking story",1
35302,A team of specialist intelligence officers were on hand to  time updates to officers on the whereabouts of suspects. #LifeorKnife,1
22920,"@PresidentKitCat Good Afternoon, Please can you report all the details to us using our online form. Thank you.",1
15766,"#STUDENTS | We'd like to welcome all new students to the West Midlands. This may be your first time away from home, and we know things may be a little different to what you expected.

Be sure to follow @SaferStudents for tips on how to keep yourself and your property safe.",2
7769,"Det Supt Annie Miller ""We need to find the baby’s mother as we are concerned she will need medical help after giving birth. 

""This must have been a very difficult time for her and we are very concerned for her welfare.”

Please get in touch.

More",3
23286,"While most people have to #StayAtHome, lots of us can't. So we're adapting. Some officers are reading bedtime stories to their children on video calls between jobs. Our thoughts are with #FrontLineHeroes around the UK, and those doing their bit in other ways. #StayHomeSaveLives",1
42833,"Op Cantil found most criminals used a tactic called lock snapping.

Most common locks can be snapped, so we recommend everyone fits an anti-snap lock. Visit the Secured by Design website for information on how to protect your home using anti-snap locks:",1
4394,"#HATECRIME | Football fans who spout vile racist or homophobic abuse face being banned from games as we maintain our hardline approach to tackling hate crime. 

Dedicated football hate crime officer Pc Stuart Ward is leading our ongoing work.

Read here",1
7815,"@brumpolice @brumpolice Team leader Sergeant Keith Bennett said: “Technology is a massive ice breaker with young people. They don’t always want to talk to police officers at first, but when we’ve got a cool piece of tech to show them, they’re suddenly interested!",2
27463,"#CHARGED | Both men were charged and remanded for robbery and are appearing at court this morning. 

One of them was charged with production of cannabis too after a set up was found inside his house ... 20 large plants seized by @ResponseWMP and @CannabisTeamWMP #teamwork",1
31515,"@PFEW_Chair @kawgparker Hi, John. We liaised really closely with all the officers involved for many weeks leading up to sentencing, including detailed conversations on the content of the video. We took everyone's wishes into account in producing it.",1
2636,"@JordMuckley Hi Jord, We’ve already been running focused operations across Broad Street and the Gay Village; looking to identify predatory behaviour and prevent offences from being committed. These will continue and we'll be increasing our presence in the area too.",1
10957,"#WARNING | We’ve received intelligence suggesting a group of motorists might be planning to meet on Saturday (23 Jan) for a car cruising event. 

Our simple message is: Don’t!

The lockdown means essential travel only. We will fine people breaching restrictions to car cruise.",1
40797,"#WATCH | This is the dramatic moment people flee for their lives as a gunman opens fire in a busy #Birmingham pub car-park.

Full story:",1
25149,"""But this is my ask of you. I urge the people of the West Midlands to follow the new instructions. They are essential and it will save lives.

""Nothing is more important.""

@DaveThompsonCC",2
12374,"@duncan_1963 Hi Duncan, Hereford is not in the West Midlands, it's covered by West Mercia Police. Hope this helps.",1
21952,@holliedolly3 @NHSBagsnBands @uhbtrust Lovely Hollie. Thank you,2
9442,PLEASE SHARE| Josef was recently living in #Birmingham. If you have any information please get in touch by calling 101 and ask for @cheshirepolice quoting IML 922551.,3
