,base_text,tweet_class
583,There is a Public Space Protection Order in place in #Manchester City Centre which prohibits the consumption of alcohol in a non-licensed public place and will be enforced this weekend by Greater Manchester Police.,1
584,"#ReportOnline | If its not an emergency, you can report a crime or incident, pass on info about crime, ask a question or make a complaint through our website  

Online reporting frees our call handlers to deal with emergency 999 &amp; other non-emergency calls.",1
585,"Latest #Police Staff #Job

Regional Forensic Services Manager
Forensic Services Unit

#CalderPark #Wakefield
Salary £49,023 - £52,332 per annum
Vacancy Ref – RS332

The application process will close at 23:55 on the 18th September 2020.

Apply online at:",1
586,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Batley and Spen in relation to the crime of : Assault #police",3
587,"Please do not call 101 or 999 for clarification on COVID-19 regulations. If you need more info on the regulations in Greater Manchester, please visit  To report a possible breach in COVID-19 visit",1
588,"We've been extremely busy with phone calls this week, and the demand for our services is high. In an emergency, always dial 999 - we prioritise these calls. You can report other incidents online:  or use our livechat service if you need to speak to someone.",1
589,"Running away is never the answer, there are people who can help solve your problems.
Find out more at:",1
590,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Bradford, Bradford West in relation to the crime of : Serious Offence #police",3
591,"If you're caught looking at indecent images of children online you will be caught, get help to change your behaviour before it's too late.  Anonymous advice &amp; information is available from Stop It Now. Confidential Helpline 0808 1000 900",1
592,"Did you know, you can report certain crimes on our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on tablets and smartphones. 
Save time, do it online.",1
593,We are recruiting Police Officers. New recruits can 'earn while they learn' and will complete an apprenticeship and study for a degree as part of the training:,1
594,"#Facecovering | You MUST wear a face covering on public transport, in shops and supermarkets, and other enclosed spaces. This is both for your safety and the safety of others. #safeGM",1
595,"Join us on Facebook Live on Tuesday 18th August at 3pm, where we’ll be discussing how we welcome and support people of different faiths within the Force and also talking about our latest recruitment opportunities.",2
596,"Last weekend 60% of the calls made to GMP were related to clarification on the new COVID-19 regulations. If you need more info on the new regulations in the North West, please visit  To report a possible breach in COVID-19 visit",1
597,"Are you looking for a new career? Do you want to make a real difference to local communities, in a job where no two days are ever the same? Why not apply to be a police officer? Recruitment is open now:",1
598,"It's still everyone's job to control the virus. 

 keep your 1m+ distance
 Wear a face mask where necessary 
 Wash your hands",1
599,"Did you know, you can report crime through our website, in your own time and at your own convenience. Our website is fully responsive and designed for use on smartphones &amp; tablets. Save time, do it online.",1
600,"If you're heading out tonight, enjoy yourself sensibly. It's still everyone's job to control the virus. 

 keep your 1m+ distance
 Plan your route home - you may need a mask
 Wash your hands
Take hand sanitiser
 Drink responsibly",1
601,"@bridgebaddies Hi, thanks for your tweet. We can’t take reports via Twitter as it isn’t monitored 24/7. You can make a report via our website:  - thank you",1
602,"Do not put others at risk of the virus. Make sure that if you are out, you are disposing of your litter responsibly .

Respect the outdoors this weekend and keep it clean and safe for everyone 

#SafeGM",1
603,Do you have what it takes to be a Police Officer? Recruitment is now open for our Police Degree Apprenticeship. Click here to find out more:,1
604,"#CaughtOnCamera West Yorkshire Police need your help identifying this person in Kirklees, Huddersfield in relation to the crime of : Assault #police",3
605,"#ReportOnline | Our phone lines can get very busy at times, so instead of calling please consider using our livechat service or reporting online. It’s very easy to do and can save time waiting on the phone. Find our more here",1
